customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
3658,other,60+,north,groceries,online,boat,3,"delivery was fine, product is decent.",neutral,2,yes,no
3659,female,60+,west,fashion,online,lenskart,5,excellent product! exceeded expectations.,positive,33,yes,no
3660,female,18-25,west,beauty,online,boat,2,product stopped working after few days.,negative,28,yes,yes
3661,female,36-45,west,fashion,online,paytm mall,1,late delivery and poor packaging.,negative,31,yes,yes
3662,female,26-35,west,books,online,zepto,4,excellent product! exceeded expectations.,positive,28,yes,no
3663,other,18-25,north,automobile,online,myntra,4,great value for money.,positive,68,no,no
3664,other,46-60,west,travel,online,ajio,5,very satisfied with the quality.,positive,26,yes,no
3665,female,60+,east,home & kitchen,online,amazon,3,"product is okay, nothing special.",neutral,30,yes,no
3666,female,18-25,north,sports,online,boat,2,customer service was unhelpful.,negative,54,no,yes
3667,female,46-60,central,books,online,bigbasket,2,product stopped working after few days.,negative,25,yes,yes
3668,male,18-25,north,groceries,online,boat,1,product stopped working after few days.,negative,42,yes,yes
3669,female,60+,south,travel,online,amazon,3,neutral about the quality.,neutral,52,no,no
3670,male,18-25,south,fashion,online,facebook marketplace,5,very satisfied with the quality.,positive,65,no,no
3671,male,36-45,west,fashion,online,myntra,4,excellent product! exceeded expectations.,positive,3,yes,no
3672,male,18-25,north,beauty,online,myntra,4,great value for money.,positive,45,yes,no
3673,female,36-45,south,groceries,online,jiomart,4,"amazing experience, highly recommend!",positive,38,yes,no
3674,male,36-45,south,sports,online,zepto,2,very disappointed with the quality.,negative,42,yes,yes
3675,female,36-45,east,books,online,nykaa,4,very satisfied with the quality.,positive,70,no,no
3676,female,60+,central,home & kitchen,online,flipkart,1,late delivery and poor packaging.,negative,20,yes,yes
3677,female,60+,south,automobile,online,others,3,average experience overall.,neutral,59,no,no
3678,other,26-35,south,home & kitchen,online,shopclues,4,"amazing experience, highly recommend!",positive,47,yes,no
3679,female,60+,east,electronics,online,jiomart,1,customer service was unhelpful.,negative,30,yes,yes
3680,other,36-45,south,books,online,meesho,4,"amazing experience, highly recommend!",positive,50,no,no
3681,other,18-25,central,beauty,online,meesho,1,not worth the price.,negative,56,no,yes
3682,male,46-60,south,sports,online,facebook marketplace,2,customer service was unhelpful.,negative,4,yes,yes
3683,male,46-60,north,groceries,online,others,4,great value for money.,positive,40,yes,no
3684,female,26-35,east,beauty,online,shopclues,4,excellent product! exceeded expectations.,positive,4,yes,no
3685,other,36-45,north,books,online,jiomart,5,fast delivery and great packaging.,positive,3,yes,no
3686,male,36-45,west,sports,online,snapdeal,1,late delivery and poor packaging.,negative,15,yes,yes
3687,male,18-25,central,fashion,online,boat,5,excellent product! exceeded expectations.,positive,15,yes,no
3688,other,26-35,central,beauty,online,boat,3,"delivery was fine, product is decent.",neutral,42,yes,no
3689,other,36-45,central,fashion,online,flipkart,4,"amazing experience, highly recommend!",positive,59,no,no
3690,male,26-35,east,fashion,online,myntra,2,late delivery and poor packaging.,negative,46,yes,yes
3691,female,60+,west,travel,online,snapdeal,4,"amazing experience, highly recommend!",positive,60,no,no
3692,female,26-35,south,books,online,croma,5,excellent product! exceeded expectations.,positive,26,yes,no
3693,male,46-60,central,books,online,tata cliq,4,excellent product! exceeded expectations.,positive,65,no,no
3694,male,18-25,north,electronics,online,swiggy instamart,2,not worth the price.,negative,18,yes,yes
3695,female,26-35,north,travel,online,meesho,5,"amazing experience, highly recommend!",positive,53,no,no
3696,female,60+,central,fashion,online,shopclues,2,late delivery and poor packaging.,negative,12,yes,yes
3697,male,60+,south,fashion,online,others,1,very disappointed with the quality.,negative,42,yes,yes
3698,female,60+,south,sports,online,swiggy instamart,4,very satisfied with the quality.,positive,22,yes,no
3699,male,18-25,west,groceries,online,facebook marketplace,2,not worth the price.,negative,44,yes,yes
3700,other,60+,south,beauty,online,ajio,1,late delivery and poor packaging.,negative,33,yes,yes
3701,male,26-35,west,books,online,snapdeal,1,product stopped working after few days.,negative,8,yes,yes
3702,male,18-25,east,sports,online,nykaa,4,"amazing experience, highly recommend!",positive,43,yes,no
3703,male,18-25,west,home & kitchen,online,snapdeal,1,late delivery and poor packaging.,negative,53,no,yes
3704,other,46-60,north,travel,online,paytm mall,1,customer service was unhelpful.,negative,62,no,yes
3705,other,36-45,west,automobile,online,facebook marketplace,5,"amazing experience, highly recommend!",positive,65,no,no
3706,female,36-45,south,home & kitchen,online,swiggy instamart,1,very disappointed with the quality.,negative,46,yes,yes
3707,male,60+,east,electronics,online,meesho,4,very satisfied with the quality.,positive,46,yes,no
3708,other,18-25,central,fashion,online,snapdeal,3,"product is okay, nothing special.",neutral,39,yes,no
3709,female,18-25,east,fashion,online,zepto,2,product stopped working after few days.,negative,67,no,yes
3710,other,60+,north,fashion,online,amazon,5,"amazing experience, highly recommend!",positive,25,yes,no
3711,female,46-60,east,travel,online,croma,2,very disappointed with the quality.,negative,36,yes,yes
3712,other,46-60,south,electronics,online,croma,1,not worth the price.,negative,31,yes,yes
3713,other,36-45,east,travel,online,croma,2,very disappointed with the quality.,negative,24,yes,yes
3714,male,18-25,south,books,online,swiggy instamart,2,product stopped working after few days.,negative,46,yes,yes
3715,other,36-45,west,electronics,online,flipkart,4,fast delivery and great packaging.,positive,5,yes,no
3716,male,60+,south,beauty,online,bigbasket,4,fast delivery and great packaging.,positive,46,yes,no
3717,female,18-25,east,electronics,online,amazon,1,product stopped working after few days.,negative,60,no,yes
3718,male,18-25,central,home & kitchen,online,others,5,excellent product! exceeded expectations.,positive,16,yes,no
3719,other,26-35,west,home & kitchen,online,others,5,fast delivery and great packaging.,positive,17,yes,no
3720,male,36-45,west,automobile,online,shopclues,3,average experience overall.,neutral,58,no,no
3721,female,46-60,west,fashion,online,jiomart,2,product stopped working after few days.,negative,22,yes,yes
3722,female,18-25,central,automobile,online,facebook marketplace,3,neutral about the quality.,neutral,59,no,no
3723,other,60+,central,automobile,online,facebook marketplace,3,"product is okay, nothing special.",neutral,45,yes,no
3724,other,18-25,central,travel,online,myntra,2,customer service was unhelpful.,negative,70,no,yes
3725,male,26-35,south,beauty,online,lenskart,3,average experience overall.,neutral,34,yes,no
3726,other,60+,west,groceries,online,lenskart,2,very disappointed with the quality.,negative,64,no,yes
3727,male,26-35,central,automobile,online,facebook marketplace,5,very satisfied with the quality.,positive,66,no,no
3728,female,36-45,east,automobile,online,meesho,1,late delivery and poor packaging.,negative,8,yes,yes
3729,female,36-45,north,fashion,online,jiomart,1,customer service was unhelpful.,negative,16,yes,yes
3730,female,26-35,east,home & kitchen,online,paytm mall,1,late delivery and poor packaging.,negative,31,yes,yes
3731,other,36-45,south,sports,online,jiomart,1,not worth the price.,negative,20,yes,yes
3732,other,46-60,west,books,online,boat,4,fast delivery and great packaging.,positive,5,yes,no
3733,female,18-25,central,beauty,online,swiggy instamart,2,very disappointed with the quality.,negative,69,no,yes
3734,other,60+,west,travel,online,facebook marketplace,3,neutral about the quality.,neutral,55,no,no
3735,male,18-25,east,beauty,online,bigbasket,5,very satisfied with the quality.,positive,25,yes,no
3736,male,60+,east,sports,online,myntra,4,"amazing experience, highly recommend!",positive,62,no,no
3737,female,60+,east,groceries,online,tata cliq,5,great value for money.,positive,67,no,no
3738,female,60+,east,sports,online,zepto,4,excellent product! exceeded expectations.,positive,35,yes,no
3739,other,46-60,south,electronics,online,flipkart,4,very satisfied with the quality.,positive,10,yes,no
3740,other,60+,west,sports,online,bigbasket,1,product stopped working after few days.,negative,14,yes,yes
3741,male,60+,south,groceries,online,reliance digital,2,very disappointed with the quality.,negative,59,no,yes
3742,male,46-60,north,sports,online,lenskart,3,neutral about the quality.,neutral,33,yes,no
3743,other,60+,central,travel,online,others,5,"amazing experience, highly recommend!",positive,37,yes,no
3744,female,26-35,east,groceries,online,bigbasket,3,works fine but could be better.,neutral,10,yes,no
3745,male,60+,east,automobile,online,jiomart,4,very satisfied with the quality.,positive,3,yes,no
3746,other,60+,east,automobile,online,zepto,1,very disappointed with the quality.,negative,7,yes,yes
3747,female,46-60,north,fashion,online,swiggy instamart,4,great value for money.,positive,50,no,no
3748,other,18-25,east,travel,online,bigbasket,5,excellent product! exceeded expectations.,positive,9,yes,no
3749,other,26-35,east,beauty,online,facebook marketplace,2,very disappointed with the quality.,negative,60,no,yes
3750,other,18-25,east,automobile,online,boat,4,excellent product! exceeded expectations.,positive,8,yes,no
3751,female,36-45,north,fashion,online,boat,2,customer service was unhelpful.,negative,13,yes,yes
3752,other,36-45,west,home & kitchen,online,facebook marketplace,5,very satisfied with the quality.,positive,64,no,no
3753,other,60+,west,travel,online,ajio,4,fast delivery and great packaging.,positive,38,yes,no
3754,male,26-35,west,beauty,online,bigbasket,3,average experience overall.,neutral,3,yes,no
3755,male,18-25,east,electronics,online,reliance digital,3,works fine but could be better.,neutral,14,yes,no
3756,male,46-60,south,sports,online,flipkart,5,very satisfied with the quality.,positive,21,yes,no
3757,female,18-25,central,books,online,paytm mall,2,customer service was unhelpful.,negative,20,yes,yes
3758,female,60+,south,electronics,online,ajio,1,customer service was unhelpful.,negative,15,yes,yes
3759,male,18-25,east,fashion,online,flipkart,4,fast delivery and great packaging.,positive,25,yes,no
3760,female,36-45,north,beauty,online,flipkart,5,"amazing experience, highly recommend!",positive,32,yes,no
3761,male,60+,north,groceries,online,flipkart,5,excellent product! exceeded expectations.,positive,7,yes,no
3762,female,36-45,north,electronics,online,myntra,5,excellent product! exceeded expectations.,positive,19,yes,no
3763,female,60+,east,fashion,online,snapdeal,1,late delivery and poor packaging.,negative,70,no,yes
3764,female,36-45,south,beauty,online,lenskart,1,very disappointed with the quality.,negative,18,yes,yes
3765,female,46-60,south,sports,online,swiggy instamart,2,very disappointed with the quality.,negative,12,yes,yes
3766,female,46-60,west,electronics,online,boat,4,great value for money.,positive,64,no,no
3767,other,36-45,west,automobile,online,flipkart,3,"product is okay, nothing special.",neutral,6,yes,no
3768,other,18-25,west,groceries,online,meesho,1,not worth the price.,negative,47,yes,yes
3769,other,60+,central,travel,online,myntra,2,customer service was unhelpful.,negative,5,yes,yes
3770,female,18-25,south,travel,online,snapdeal,4,"amazing experience, highly recommend!",positive,22,yes,no
3771,female,26-35,west,sports,online,tata cliq,1,late delivery and poor packaging.,negative,49,no,yes
3772,male,46-60,central,electronics,online,others,5,very satisfied with the quality.,positive,23,yes,no
3773,female,46-60,south,fashion,online,meesho,3,neutral about the quality.,neutral,45,yes,no
3774,male,36-45,south,home & kitchen,online,meesho,1,very disappointed with the quality.,negative,27,yes,yes
3775,female,36-45,east,groceries,online,tata cliq,2,customer service was unhelpful.,negative,25,yes,yes
3776,male,36-45,west,groceries,online,shopclues,3,"delivery was fine, product is decent.",neutral,29,yes,no
3777,female,60+,north,automobile,online,croma,4,fast delivery and great packaging.,positive,4,yes,no
3778,other,26-35,east,sports,online,facebook marketplace,1,late delivery and poor packaging.,negative,14,yes,yes
3779,other,60+,south,home & kitchen,online,croma,3,works fine but could be better.,neutral,43,yes,no
3780,female,18-25,west,travel,online,snapdeal,4,"amazing experience, highly recommend!",positive,25,yes,no
3781,male,46-60,south,travel,online,nykaa,5,great value for money.,positive,69,no,no
3782,male,46-60,south,sports,online,facebook marketplace,1,very disappointed with the quality.,negative,63,no,yes
3783,male,46-60,south,fashion,online,flipkart,1,not worth the price.,negative,53,no,yes
3784,other,36-45,north,travel,online,swiggy instamart,5,great value for money.,positive,52,no,no
3785,other,46-60,west,automobile,online,lenskart,5,great value for money.,positive,57,no,no
3786,female,36-45,south,fashion,online,amazon,2,late delivery and poor packaging.,negative,3,yes,yes
3787,male,36-45,east,fashion,online,croma,3,"product is okay, nothing special.",neutral,15,yes,no
3788,male,60+,west,home & kitchen,online,myntra,1,customer service was unhelpful.,negative,58,no,yes
3789,other,46-60,west,sports,online,myntra,4,great value for money.,positive,66,no,no
3790,male,46-60,central,books,online,paytm mall,5,excellent product! exceeded expectations.,positive,29,yes,no
3791,male,60+,north,fashion,online,paytm mall,3,"delivery was fine, product is decent.",neutral,38,yes,no
3792,male,26-35,west,electronics,online,paytm mall,4,very satisfied with the quality.,positive,52,no,no
3793,male,36-45,south,automobile,online,swiggy instamart,4,fast delivery and great packaging.,positive,32,yes,no
3794,female,46-60,west,beauty,online,nykaa,3,works fine but could be better.,neutral,28,yes,no
3795,other,46-60,south,electronics,online,shopclues,3,average experience overall.,neutral,71,no,no
3796,male,18-25,north,beauty,online,myntra,4,"amazing experience, highly recommend!",positive,56,no,no
3797,other,46-60,central,electronics,online,paytm mall,2,customer service was unhelpful.,negative,67,no,yes
3798,male,18-25,west,travel,online,snapdeal,5,"amazing experience, highly recommend!",positive,48,no,no
3799,male,36-45,south,books,online,boat,3,"product is okay, nothing special.",neutral,7,yes,no
3800,male,46-60,central,beauty,online,others,5,great value for money.,positive,48,no,no
3801,other,26-35,east,books,online,zepto,3,"product is okay, nothing special.",neutral,27,yes,no
3802,female,18-25,east,travel,online,snapdeal,2,late delivery and poor packaging.,negative,63,no,yes
3803,other,46-60,south,electronics,online,facebook marketplace,1,not worth the price.,negative,66,no,yes
3804,male,26-35,east,sports,online,facebook marketplace,2,customer service was unhelpful.,negative,59,no,yes
3805,male,60+,central,fashion,online,snapdeal,4,fast delivery and great packaging.,positive,39,yes,no
3806,other,60+,north,home & kitchen,online,zepto,3,"product is okay, nothing special.",neutral,35,yes,no
3807,male,26-35,east,sports,online,facebook marketplace,4,very satisfied with the quality.,positive,22,yes,no
3808,male,46-60,north,fashion,online,shopclues,3,"product is okay, nothing special.",neutral,47,yes,no
3809,female,26-35,north,travel,online,reliance digital,3,works fine but could be better.,neutral,44,yes,no
3810,female,60+,north,beauty,online,reliance digital,2,very disappointed with the quality.,negative,27,yes,yes
3811,male,26-35,south,books,online,meesho,1,customer service was unhelpful.,negative,69,no,yes
3812,female,60+,west,electronics,online,facebook marketplace,1,very disappointed with the quality.,negative,47,yes,yes
3813,other,46-60,west,books,online,croma,4,very satisfied with the quality.,positive,20,yes,no
3814,female,26-35,west,groceries,online,ajio,3,"delivery was fine, product is decent.",neutral,19,yes,no
3815,female,60+,north,automobile,online,snapdeal,1,product stopped working after few days.,negative,11,yes,yes
3816,male,46-60,north,beauty,online,nykaa,5,fast delivery and great packaging.,positive,41,yes,no
3817,female,46-60,central,sports,online,snapdeal,2,late delivery and poor packaging.,negative,31,yes,yes
3818,other,26-35,central,sports,online,reliance digital,2,very disappointed with the quality.,negative,58,no,yes
3819,female,26-35,west,beauty,online,others,3,"delivery was fine, product is decent.",neutral,7,yes,no
3820,other,46-60,central,groceries,online,boat,2,late delivery and poor packaging.,negative,36,yes,yes
3821,male,18-25,central,travel,online,boat,3,"delivery was fine, product is decent.",neutral,7,yes,no
3822,male,26-35,east,travel,online,snapdeal,2,very disappointed with the quality.,negative,49,no,yes
3823,female,18-25,east,sports,online,reliance digital,1,customer service was unhelpful.,negative,41,yes,yes
3824,male,18-25,central,fashion,online,facebook marketplace,4,very satisfied with the quality.,positive,21,yes,no
3825,female,18-25,west,electronics,online,ajio,4,very satisfied with the quality.,positive,71,no,no
3826,other,18-25,central,travel,online,jiomart,5,fast delivery and great packaging.,positive,59,no,no
3827,female,60+,south,fashion,online,flipkart,1,not worth the price.,negative,14,yes,yes
3828,female,46-60,south,automobile,online,facebook marketplace,1,not worth the price.,negative,34,yes,yes
3829,other,60+,west,automobile,online,shopclues,3,neutral about the quality.,neutral,49,no,no
3830,male,18-25,central,books,online,others,4,great value for money.,positive,29,yes,no
3831,other,60+,west,home & kitchen,online,swiggy instamart,4,very satisfied with the quality.,positive,34,yes,no
3832,male,36-45,east,sports,online,shopclues,4,great value for money.,positive,3,yes,no
3833,other,46-60,north,beauty,online,ajio,3,"product is okay, nothing special.",neutral,35,yes,no
3834,female,60+,north,fashion,online,bigbasket,5,great value for money.,positive,8,yes,no
3835,male,26-35,south,automobile,online,boat,2,customer service was unhelpful.,negative,60,no,yes
3836,other,46-60,south,automobile,online,lenskart,1,not worth the price.,negative,9,yes,yes
3837,male,46-60,west,beauty,online,ajio,3,average experience overall.,neutral,5,yes,no
3838,female,36-45,west,books,online,lenskart,5,very satisfied with the quality.,positive,35,yes,no
3839,other,36-45,south,sports,online,snapdeal,3,"product is okay, nothing special.",neutral,29,yes,no
3840,other,26-35,central,automobile,online,jiomart,5,"amazing experience, highly recommend!",positive,6,yes,no
3841,other,18-25,south,automobile,online,paytm mall,4,great value for money.,positive,42,yes,no
3842,female,60+,east,books,online,jiomart,5,great value for money.,positive,45,yes,no
3843,female,46-60,east,sports,online,ajio,4,excellent product! exceeded expectations.,positive,43,yes,no
3844,male,36-45,east,electronics,online,reliance digital,4,excellent product! exceeded expectations.,positive,12,yes,no
3845,other,46-60,north,travel,online,paytm mall,4,excellent product! exceeded expectations.,positive,3,yes,no
3846,female,36-45,south,travel,online,boat,2,customer service was unhelpful.,negative,45,yes,yes
3847,other,26-35,west,automobile,online,bigbasket,1,product stopped working after few days.,negative,69,no,yes
3848,female,60+,central,travel,online,reliance digital,3,average experience overall.,neutral,37,yes,no
3849,other,60+,east,fashion,online,ajio,5,"amazing experience, highly recommend!",positive,53,no,no
3850,male,26-35,north,travel,online,shopclues,1,very disappointed with the quality.,negative,21,yes,yes
3851,other,60+,central,fashion,online,flipkart,2,very disappointed with the quality.,negative,6,yes,yes
3852,male,36-45,east,sports,online,bigbasket,1,not worth the price.,negative,33,yes,yes
3853,male,46-60,east,beauty,online,facebook marketplace,3,works fine but could be better.,neutral,5,yes,no
3854,female,18-25,east,books,online,nykaa,5,excellent product! exceeded expectations.,positive,33,yes,no
3855,female,36-45,central,beauty,online,bigbasket,3,"delivery was fine, product is decent.",neutral,24,yes,no
3856,other,18-25,north,sports,online,bigbasket,5,fast delivery and great packaging.,positive,10,yes,no
3857,female,60+,south,home & kitchen,online,boat,3,neutral about the quality.,neutral,66,no,no
3858,male,26-35,central,beauty,online,snapdeal,1,customer service was unhelpful.,negative,33,yes,yes
3859,male,26-35,south,groceries,online,flipkart,2,not worth the price.,negative,46,yes,yes
3860,female,46-60,central,travel,online,jiomart,3,"delivery was fine, product is decent.",neutral,46,yes,no
3861,female,60+,south,beauty,online,myntra,2,customer service was unhelpful.,negative,63,no,yes
3862,female,26-35,east,fashion,online,jiomart,2,late delivery and poor packaging.,negative,50,no,yes
3863,male,46-60,north,electronics,online,tata cliq,4,great value for money.,positive,20,yes,no
3864,female,46-60,west,books,online,croma,2,customer service was unhelpful.,negative,64,no,yes
3865,female,36-45,south,sports,online,lenskart,5,very satisfied with the quality.,positive,59,no,no
3866,other,60+,central,groceries,online,bigbasket,5,excellent product! exceeded expectations.,positive,52,no,no
3867,female,18-25,north,home & kitchen,online,lenskart,1,very disappointed with the quality.,negative,12,yes,yes
3868,other,60+,north,home & kitchen,online,snapdeal,5,"amazing experience, highly recommend!",positive,38,yes,no
3869,male,36-45,east,sports,online,amazon,3,average experience overall.,neutral,70,no,no
3870,other,18-25,north,beauty,online,paytm mall,3,"product is okay, nothing special.",neutral,22,yes,no
3871,male,60+,south,beauty,online,meesho,3,works fine but could be better.,neutral,64,no,no
3872,male,46-60,west,sports,online,myntra,5,great value for money.,positive,34,yes,no
3873,other,60+,east,travel,online,shopclues,1,very disappointed with the quality.,negative,38,yes,yes
3874,female,18-25,east,fashion,online,bigbasket,1,not worth the price.,negative,70,no,yes
3875,female,46-60,north,sports,online,meesho,1,late delivery and poor packaging.,negative,21,yes,yes
3876,female,46-60,west,automobile,online,meesho,4,"amazing experience, highly recommend!",positive,68,no,no
3877,other,60+,north,beauty,online,meesho,4,great value for money.,positive,58,no,no
3878,male,26-35,east,groceries,online,facebook marketplace,1,customer service was unhelpful.,negative,53,no,yes
3879,male,60+,west,beauty,online,ajio,5,excellent product! exceeded expectations.,positive,4,yes,no
3880,male,46-60,west,automobile,online,boat,2,late delivery and poor packaging.,negative,3,yes,yes
3881,other,26-35,south,groceries,online,tata cliq,1,product stopped working after few days.,negative,24,yes,yes
3882,male,26-35,north,fashion,online,bigbasket,3,"delivery was fine, product is decent.",neutral,5,yes,no
3883,female,60+,central,electronics,online,flipkart,4,great value for money.,positive,24,yes,no
3884,female,46-60,south,electronics,online,croma,1,not worth the price.,negative,70,no,yes
3885,male,18-25,east,travel,online,amazon,2,late delivery and poor packaging.,negative,57,no,yes
3886,female,18-25,south,fashion,online,snapdeal,1,customer service was unhelpful.,negative,58,no,yes
3887,male,60+,north,sports,online,zepto,2,late delivery and poor packaging.,negative,43,yes,yes
3888,male,18-25,east,fashion,online,zepto,2,customer service was unhelpful.,negative,35,yes,yes
3889,male,26-35,east,beauty,online,flipkart,5,"amazing experience, highly recommend!",positive,29,yes,no
3890,other,46-60,west,automobile,online,shopclues,3,average experience overall.,neutral,29,yes,no
3891,female,60+,west,fashion,online,bigbasket,4,fast delivery and great packaging.,positive,30,yes,no
3892,other,26-35,central,beauty,online,jiomart,2,late delivery and poor packaging.,negative,13,yes,yes
3893,female,46-60,central,groceries,online,amazon,4,excellent product! exceeded expectations.,positive,4,yes,no
3894,male,46-60,east,automobile,online,meesho,2,late delivery and poor packaging.,negative,37,yes,yes
3895,female,46-60,south,sports,online,boat,3,works fine but could be better.,neutral,37,yes,no
3896,other,46-60,west,automobile,online,flipkart,1,customer service was unhelpful.,negative,47,yes,yes
3897,female,26-35,east,sports,online,lenskart,4,"amazing experience, highly recommend!",positive,14,yes,no
3898,male,46-60,south,home & kitchen,online,myntra,1,customer service was unhelpful.,negative,10,yes,yes
3899,male,18-25,north,sports,online,swiggy instamart,3,neutral about the quality.,neutral,68,no,no
3900,other,46-60,east,travel,online,swiggy instamart,3,"delivery was fine, product is decent.",neutral,34,yes,no
3901,female,46-60,east,groceries,online,ajio,2,not worth the price.,negative,20,yes,yes
3902,other,46-60,central,automobile,online,shopclues,2,customer service was unhelpful.,negative,26,yes,yes
3903,female,18-25,central,sports,online,amazon,1,very disappointed with the quality.,negative,5,yes,yes
3904,male,60+,south,electronics,online,boat,4,excellent product! exceeded expectations.,positive,64,no,no
3905,other,36-45,north,electronics,online,zepto,5,"amazing experience, highly recommend!",positive,57,no,no
3906,other,18-25,west,sports,online,zepto,2,very disappointed with the quality.,negative,51,no,yes
3907,other,36-45,east,fashion,online,boat,1,very disappointed with the quality.,negative,57,no,yes
3908,other,36-45,north,groceries,online,paytm mall,1,customer service was unhelpful.,negative,65,no,yes
3909,male,36-45,west,beauty,online,flipkart,2,customer service was unhelpful.,negative,47,yes,yes
3910,other,46-60,south,beauty,online,jiomart,2,product stopped working after few days.,negative,26,yes,yes
3911,male,36-45,north,automobile,online,myntra,2,customer service was unhelpful.,negative,7,yes,yes
3912,other,26-35,west,groceries,online,flipkart,1,not worth the price.,negative,12,yes,yes
3913,male,46-60,west,electronics,online,tata cliq,4,excellent product! exceeded expectations.,positive,32,yes,no
3914,female,26-35,west,beauty,online,jiomart,1,not worth the price.,negative,59,no,yes
3915,other,18-25,south,books,online,snapdeal,2,late delivery and poor packaging.,negative,24,yes,yes
3916,male,26-35,east,groceries,online,nykaa,4,fast delivery and great packaging.,positive,31,yes,no
3917,male,60+,east,automobile,online,ajio,4,fast delivery and great packaging.,positive,68,no,no
3918,other,36-45,central,beauty,online,flipkart,1,product stopped working after few days.,negative,41,yes,yes
3919,male,26-35,north,fashion,online,amazon,1,not worth the price.,negative,63,no,yes
3920,female,26-35,central,beauty,online,amazon,4,great value for money.,positive,52,no,no
3921,other,60+,south,beauty,online,lenskart,1,late delivery and poor packaging.,negative,37,yes,yes
3922,female,46-60,west,automobile,online,reliance digital,2,very disappointed with the quality.,negative,45,yes,yes
3923,female,46-60,east,automobile,online,amazon,5,fast delivery and great packaging.,positive,52,no,no
3924,female,46-60,south,fashion,online,reliance digital,2,product stopped working after few days.,negative,57,no,yes
3925,female,60+,south,electronics,online,shopclues,2,late delivery and poor packaging.,negative,50,no,yes
3926,female,46-60,south,fashion,online,facebook marketplace,1,very disappointed with the quality.,negative,13,yes,yes
3927,female,36-45,west,automobile,online,croma,3,"product is okay, nothing special.",neutral,18,yes,no
3928,male,26-35,west,beauty,online,lenskart,2,customer service was unhelpful.,negative,7,yes,yes
3929,female,18-25,west,groceries,online,bigbasket,1,product stopped working after few days.,negative,21,yes,yes
3930,other,46-60,west,beauty,online,boat,3,average experience overall.,neutral,24,yes,no
3931,other,60+,north,electronics,online,bigbasket,1,late delivery and poor packaging.,negative,9,yes,yes
3932,male,46-60,south,sports,online,amazon,3,average experience overall.,neutral,38,yes,no
3933,other,36-45,south,fashion,online,zepto,1,very disappointed with the quality.,negative,67,no,yes
3934,other,18-25,south,sports,online,others,2,product stopped working after few days.,negative,54,no,yes
3935,male,46-60,south,fashion,online,paytm mall,1,very disappointed with the quality.,negative,62,no,yes
3936,other,26-35,north,home & kitchen,online,jiomart,2,very disappointed with the quality.,negative,57,no,yes
3937,female,46-60,central,travel,online,shopclues,2,late delivery and poor packaging.,negative,62,no,yes
3938,female,26-35,north,sports,online,ajio,2,very disappointed with the quality.,negative,41,yes,yes
3939,other,60+,east,books,online,meesho,5,very satisfied with the quality.,positive,35,yes,no
3940,female,60+,east,beauty,online,jiomart,1,not worth the price.,negative,55,no,yes
3941,female,26-35,west,automobile,online,amazon,3,"delivery was fine, product is decent.",neutral,43,yes,no
3942,male,26-35,central,beauty,online,snapdeal,3,neutral about the quality.,neutral,41,yes,no
3943,other,60+,west,sports,online,amazon,5,"amazing experience, highly recommend!",positive,61,no,no
3944,other,18-25,west,sports,online,facebook marketplace,5,great value for money.,positive,18,yes,no
3945,male,36-45,south,electronics,online,lenskart,4,fast delivery and great packaging.,positive,6,yes,no
3946,other,18-25,central,sports,online,bigbasket,4,great value for money.,positive,54,no,no
3947,male,36-45,north,fashion,online,flipkart,5,great value for money.,positive,50,no,no
3948,female,18-25,west,sports,online,flipkart,1,late delivery and poor packaging.,negative,43,yes,yes
3949,other,18-25,north,fashion,online,myntra,4,fast delivery and great packaging.,positive,12,yes,no
3950,male,36-45,south,books,online,croma,2,late delivery and poor packaging.,negative,41,yes,yes
3951,female,18-25,central,sports,online,ajio,4,excellent product! exceeded expectations.,positive,35,yes,no
3952,male,46-60,west,beauty,online,bigbasket,3,neutral about the quality.,neutral,58,no,no
3953,other,36-45,west,travel,online,nykaa,3,"delivery was fine, product is decent.",neutral,18,yes,no
3954,female,36-45,central,travel,online,swiggy instamart,5,excellent product! exceeded expectations.,positive,3,yes,no
3955,female,36-45,south,home & kitchen,online,swiggy instamart,5,very satisfied with the quality.,positive,49,no,no
3956,other,60+,west,travel,online,ajio,1,late delivery and poor packaging.,negative,17,yes,yes
3957,female,60+,south,groceries,online,shopclues,2,product stopped working after few days.,negative,26,yes,yes
3958,other,18-25,east,groceries,online,snapdeal,1,not worth the price.,negative,49,no,yes
3959,male,46-60,east,travel,online,snapdeal,2,not worth the price.,negative,26,yes,yes
3960,male,36-45,west,books,online,jiomart,3,"delivery was fine, product is decent.",neutral,16,yes,no
3961,other,46-60,north,books,online,facebook marketplace,2,very disappointed with the quality.,negative,2,yes,yes
3962,other,46-60,north,groceries,online,swiggy instamart,3,works fine but could be better.,neutral,14,yes,no
3963,female,46-60,north,sports,online,reliance digital,3,"product is okay, nothing special.",neutral,1,yes,no
3964,female,46-60,south,travel,online,amazon,5,great value for money.,positive,68,no,no
3965,male,26-35,east,electronics,online,boat,4,"amazing experience, highly recommend!",positive,23,yes,no
3966,other,60+,north,travel,online,flipkart,3,"delivery was fine, product is decent.",neutral,67,no,no
3967,other,46-60,central,travel,online,lenskart,1,product stopped working after few days.,negative,27,yes,yes
3968,male,26-35,east,groceries,online,facebook marketplace,1,product stopped working after few days.,negative,34,yes,yes
